customer_id,order_id,customer_age,customer_region,customer_tenure_months,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,complaints_count,detractor_probability,risk_band
1093,51093,48,Nordeste,104,540.3,3,42.27,11,2,3,40.85,3,3,11,7,0.9903443779523191,Critico
1482,51482,29,Sudeste,101,87.28,1,13.01,4,13,4,31.42,1,3,3,7,0.9903374730849395,Critico
49,50049,60,Centro-Oeste,67,663.31,6,37.22,10,6,4,45.09,1,2,9,6,0.9903058653158634,Critico
716,50716,66,Nordeste,57,411.41,2,3.18,7,9,6,33.98,1,0,7,4,0.9902928440255496,Critico
1749,51749,19,Sul,95,234.15,5,9.05,1,14,4,58.73,1,4,2,7,0.9901127639232948,Critico
157,50157,54,Sudeste,34,348.1,1,26.64,5,4,4,31.63,2,2,10,6,0.9900663586545368,Critico
1719,51719,45,Sul,79,302.31,6,34.56,7,9,4,35.5,3,2,9,6,0.9896668974648792,Critico
657,50657,34,Centro-Oeste,107,264.22,5,19.4,7,7,4,43.66,1,3,2,7,0.9896496805595398,Critico
1042,51042,32,Centro-Oeste,104,347.61,5,4.42,2,2,4,23.83,1,2,3,7,0.9895393535873214,Critico
2413,52413,26,Sudeste,19,406.5,5,54.26,6,12,3,42.29,2,2,10,7,0.9895151177138057,Critico
458,50458,49,Nordeste,104,234.6,4,69.5,5,12,3,22.56,1,2,8,7,0.989484008844795,Critico
2047,52047,24,Centro-Oeste,114,419.75,1,29.56,10,8,4,30.72,1,4,3,7,0.9891802252557659,Critico
307,50307,57,Sudeste,19,384.43,5,1.58,2,10,3,41.19,2,2,10,7,0.9891633585333764,Critico
1123,51123,62,Sudeste,78,619.85,6,14.22,9,5,3,72.67,3,3,10,7,0.9891503660172019,Critico
1269,51269,49,Sul,111,652.4,6,12.79,8,3,5,38.21,1,1,8,5,0.9890345908233209,Critico
436,50436,19,Nordeste,115,345.05,5,26.5,6,14,4,50.46,1,1,6,6,0.9888097297075119,Critico
70,50070,32,Nordeste,82,639.53,4,66.26,3,3,2,35.79,3,3,11,8,0.9887853188456694,Critico
483,50483,35,Sudeste,99,372.07,3,102.71,3,8,3,48.48,1,5,8,7,0.9886927758393959,Critico
440,50440,66,Centro-Oeste,33,479.08,4,4.23,2,14,2,55.71,2,4,9,8,0.9885221618038641,Critico
62,50062,62,Norte,81,42.28,1,39.12,9,3,4,47.8,3,1,11,5,0.988493435932469,Critico
1327,51327,45,Nordeste,108,600.7,3,92.51,5,5,3,37.42,3,2,9,7,0.9884894600106463,Critico
2175,52175,69,Nordeste,96,270.6,3,14.26,6,12,2,21.52,1,6,10,8,0.9884136636538353,Critico
1143,51143,35,Sudeste,11,100.27,5,48.12,9,11,6,38.87,1,2,6,4,0.9883161358040042,Critico
1074,51074,62,Norte,101,495.79,6,19.17,11,8,3,20.88,2,4,10,7,0.988236193360911,Critico
1715,51715,54,Nordeste,63,27.48,3,35.83,11,4,2,33.63,2,3,9,8,0.9881693739762991,Critico
651,50651,24,Centro-Oeste,32,479.61,3,40.16,4,5,5,40.34,2,2,2,6,0.9881229802323267,Critico
1033,51033,45,Norte,49,179.06,5,6.13,6,8,3,47.87,2,1,7,7,0.9879561961406852,Critico
2214,52214,67,Norte,104,1113.83,4,16.97,8,2,5,61.78,2,2,8,5,0.9879449488060272,Critico
1343,51343,60,Centro-Oeste,47,1842.3,1,6.68,2,14,4,23.56,3,5,9,7,0.9879045592524864,Critico
1933,51933,20,Nordeste,44,756.14,5,114.99,4,3,4,51.66,3,4,4,7,0.9877713517102779,Critico
2409,52409,59,Nordeste,53,1001.11,6,52.49,11,5,4,19.39,1,3,11,6,0.9877384245709371,Critico
1528,51528,53,Sudeste,43,525.0,1,8.5,2,7,3,35.24,3,2,10,7,0.9874932096155621,Critico
1654,51654,21,Centro-Oeste,20,364.59,2,24.54,8,3,7,25.51,3,1,6,3,0.9870729365286938,Critico
1180,51180,61,Nordeste,84,83.92,4,14.2,8,4,4,40.02,2,1,11,5,0.9869922364817116,Critico
1758,51758,64,Sul,29,224.25,3,24.15,1,8,2,45.8,3,4,9,8,0.9869177462781831,Critico
568,50568,60,Nordeste,89,461.83,2,14.02,7,6,3,29.26,1,6,4,8,0.9864153665785456,Critico
2495,52495,66,Norte,91,345.83,1,9.27,1,14,6,54.81,3,0,8,3,0.9863996367802293,Critico
2238,52238,44,Sul,45,277.26,3,54.44,6,8,3,42.2,3,3,8,7,0.9863821510013446,Critico
1330,51330,29,Norte,118,433.61,4,17.2,11,11,6,45.03,2,0,4,4,0.986377287899262,Critico
407,50407,64,Sul,110,576.64,4,1.5,2,2,7,30.6,2,0,10,2,0.9863420843761638,Critico
2251,52251,47,Centro-Oeste,45,283.67,5,2.08,8,8,4,51.2,2,2,1,7,0.9862456949022834,Critico
2008,52008,21,Sudeste,46,166.63,2,53.43,9,8,4,35.3,1,0,6,6,0.9862059137724293,Critico
502,50502,68,Nordeste,11,639.88,4,73.96,4,9,2,44.13,3,4,10,8,0.9861464588696788,Critico
622,50622,68,Nordeste,81,319.77,2,130.87,2,12,4,20.62,2,3,11,5,0.9861322458183085,Critico
661,50661,63,Sul,94,381.75,3,16.7,6,12,4,27.78,1,4,2,7,0.9858951991849241,Critico
505,50505,65,Nordeste,103,338.61,3,40.24,3,9,3,26.41,1,4,7,7,0.9855856542234435,Critico
308,50308,19,Centro-Oeste,48,143.79,2,35.31,4,2,4,43.31,1,3,0,7,0.9855091777994901,Critico
1368,51368,39,Norte,4,346.08,2,27.88,7,4,6,26.5,3,1,11,3,0.985370116622749,Critico
1846,51846,43,Centro-Oeste,71,74.01,2,1.13,6,8,6,55.68,2,0,2,4,0.9853551708772061,Critico
2000,52000,57,Nordeste,20,94.62,4,45.77,1,3,5,36.95,3,1,10,4,0.9849366703697637,Critico
531,50531,28,Sudeste,55,455.69,3,36.24,8,12,3,25.01,2,4,9,7,0.9846562509543076,Critico
493,50493,26,Centro-Oeste,82,282.08,3,28.8,8,4,4,35.88,1,2,10,5,0.9844815651217117,Critico
2178,52178,37,Nordeste,9,352.13,4,57.69,7,5,4,36.79,2,3,2,7,0.9844462128084609,Critico
2220,52220,57,Sul,79,148.33,3,14.65,2,12,5,19.29,1,0,9,4,0.9843752096068742,Critico
2311,52311,47,Nordeste,57,145.44,1,22.4,11,8,3,47.93,1,4,6,7,0.9843599348646517,Critico
1774,51774,66,Norte,18,373.25,3,14.06,1,11,5,25.3,3,2,6,5,0.9843438323491573,Critico
1895,51895,45,Centro-Oeste,92,562.8,2,9.95,11,8,4,33.53,1,2,11,5,0.9842555801881834,Critico
1565,51565,22,Sul,107,220.97,1,17.84,6,4,3,56.08,2,1,10,6,0.9841882793039308,Critico
1884,51884,64,Sudeste,64,466.64,2,40.15,3,4,3,49.22,1,4,2,8,0.9840968935745519,Critico
481,50481,57,Sudeste,86,252.04,6,20.34,7,4,5,36.92,3,2,6,5,0.9840690514013818,Critico
47,50047,58,Sudeste,33,461.42,3,27.91,3,4,6,45.25,2,1,0,5,0.984048830505369,Critico
1187,51187,38,Norte,47,446.76,4,11.34,5,11,3,58.5,2,3,1,8,0.9839929851803372,Critico
1888,51888,44,Sul,12,136.78,3,9.01,5,6,5,22.33,1,0,10,4,0.9839802136314398,Critico
1310,51310,28,Sudeste,52,290.3,1,10.93,10,10,3,45.93,2,2,7,7,0.9839675502552707,Critico
346,50346,47,Sudeste,88,323.9,6,7.55,6,12,4,46.86,1,1,10,5,0.9839630173955802,Critico
188,50188,64,Centro-Oeste,75,125.8,1,5.47,4,4,2,48.35,3,6,7,8,0.9839249124784896,Critico
72,50072,29,Sudeste,80,212.03,1,66.52,6,2,6,42.64,1,1,3,4,0.9836344810314933,Critico
1998,51998,50,Centro-Oeste,34,1126.92,6,48.74,8,4,3,43.7,2,2,9,7,0.9836006610308234,Critico
443,50443,43,Norte,79,676.82,4,3.68,11,12,6,43.59,3,1,0,5,0.9835430882171241,Critico
1559,51559,41,Sudeste,80,420.4,4,23.1,7,4,7,19.06,2,1,0,4,0.9835358147110275,Critico
68,50068,34,Nordeste,109,745.08,5,73.34,9,5,4,29.76,3,4,3,7,0.9834851593048644,Critico
1625,51625,66,Norte,45,573.33,3,50.66,5,10,2,28.71,2,3,8,8,0.9833753003122016,Critico
1744,51744,54,Centro-Oeste,115,1579.63,6,28.0,1,6,5,30.94,3,3,9,5,0.9833313049988995,Critico
1967,51967,46,Norte,60,663.22,5,4.76,3,5,4,45.32,1,3,6,6,0.9832956817488916,Critico
42,50042,48,Centro-Oeste,15,117.97,2,28.35,5,2,3,28.02,2,2,11,6,0.9829631770558241,Critico
287,50287,32,Sudeste,71,199.41,1,12.09,11,5,3,21.15,2,0,2,8,0.9828773824374019,Critico
1839,51839,36,Centro-Oeste,13,314.45,3,6.68,9,14,4,45.35,2,2,5,6,0.9826800438901513,Critico
448,50448,32,Sul,15,361.59,2,23.33,3,12,4,38.25,2,3,6,6,0.9826451196465092,Critico
1371,51371,67,Sudeste,88,468.76,6,19.97,4,8,4,38.39,2,2,11,5,0.9824938835939102,Critico
2198,52198,27,Norte,112,171.07,5,21.51,4,12,5,56.26,3,1,7,4,0.9824224746103752,Critico
1692,51692,52,Centro-Oeste,79,265.26,1,12.38,8,4,4,47.96,2,2,9,5,0.9822223598591143,Critico
675,50675,59,Sul,78,288.59,6,59.46,7,7,4,35.22,2,2,5,6,0.9821292018522654,Critico
743,50743,38,Sudeste,66,137.17,1,3.13,4,14,2,51.69,3,2,11,7,0.9821021901872011,Critico
2479,52479,48,Sudeste,106,339.66,1,126.71,1,14,3,29.22,2,3,5,7,0.9819447423644903,Critico
1881,51881,56,Sul,38,324.18,5,1.37,3,3,4,42.46,3,2,11,5,0.9818557464361976,Critico
1514,51514,42,Nordeste,48,253.67,3,11.0,9,14,4,51.28,1,3,4,6,0.9813764008639148,Critico
478,50478,68,Centro-Oeste,108,318.46,4,57.31,2,5,4,17.35,3,3,5,6,0.9813476157051408,Critico
2116,52116,41,Sul,89,203.38,2,71.48,2,10,1,38.52,2,3,11,8,0.9813354353691893,Critico
707,50707,37,Norte,61,148.96,6,1.54,9,10,4,25.74,3,1,5,6,0.9812998277230833,Critico
2123,52123,53,Centro-Oeste,80,247.42,1,20.26,9,12,3,38.31,2,4,0,8,0.9812323495030396,Critico
93,50093,21,Centro-Oeste,74,453.7,3,15.62,3,5,3,40.45,3,3,11,6,0.9811808671478576,Critico
145,50145,30,Centro-Oeste,74,718.63,4,19.52,5,4,4,40.7,1,5,1,7,0.9811797779294975,Critico
1682,51682,33,Nordeste,29,134.61,6,60.15,2,5,3,33.58,1,3,10,6,0.9811404586993218,Critico
1121,51121,38,Sudeste,9,767.45,1,18.13,1,12,3,11.67,1,4,4,8,0.9806344064290647,Critico
1406,51406,49,Sul,65,194.45,4,72.38,2,3,3,31.22,1,4,10,6,0.9805263154132283,Critico
1726,51726,36,Norte,84,170.47,6,16.49,10,9,2,63.93,3,4,10,7,0.9803371348469081,Critico
2192,52192,47,Sul,17,240.26,1,24.33,5,10,4,45.68,1,3,9,5,0.9800581495701796,Critico
388,50388,69,Norte,3,197.86,4,30.33,5,3,5,37.07,2,0,8,4,0.9799724767569313,Critico
1294,51294,39,Norte,16,1296.25,2,3.05,9,5,4,49.71,1,4,3,7,0.979873014838299,Critico
428,50428,25,Sudeste,37,683.67,5,7.12,4,3,3,37.46,1,1,7,7,0.9797606247426447,Critico
760,50760,52,Sudeste,12,173.52,6,14.92,4,12,3,29.28,2,2,11,6,0.9797059934643506,Critico
2149,52149,40,Sudeste,38,553.67,6,22.68,9,14,5,50.23,1,1,4,5,0.9796718238533652,Critico
1530,51530,44,Sudeste,80,404.4,2,12.49,10,5,5,25.46,2,1,10,4,0.9796525460160105,Critico
1208,51208,45,Sudeste,65,378.77,6,50.4,2,9,4,24.48,2,1,10,5,0.9796210976325661,Critico
1789,51789,39,Nordeste,6,220.55,1,25.34,1,5,5,40.3,2,1,8,4,0.9791397436748196,Critico
2083,52083,40,Sudeste,60,251.26,3,31.4,4,5,4,61.84,3,3,4,6,0.9789821692337265,Critico
1173,51173,50,Sul,8,124.93,3,26.82,6,5,5,60.23,1,2,2,5,0.9789592327435592,Critico
244,50244,55,Nordeste,93,101.09,6,20.13,1,12,3,33.4,3,2,4,7,0.9788607256146734,Critico
1713,51713,64,Sul,98,452.45,5,27.48,1,13,5,63.25,1,1,6,4,0.9787896378082385,Critico
208,50208,29,Sudeste,95,325.34,3,21.69,1,5,3,10.26,1,3,6,7,0.9785457855134524,Critico
1135,51135,68,Norte,70,161.54,5,3.28,2,11,3,52.24,2,3,3,7,0.9784318557026176,Critico
2305,52305,35,Sul,24,496.12,3,39.54,11,14,3,34.2,2,2,11,6,0.9782608711557205,Critico
703,50703,54,Sul,86,389.97,2,0.12,5,3,4,29.93,2,3,5,6,0.9781910998469961,Critico
1359,51359,68,Norte,92,736.84,4,16.38,3,13,1,39.05,3,6,3,10,0.9781770466022154,Critico
614,50614,31,Centro-Oeste,60,366.07,6,14.83,3,3,3,33.67,2,3,10,6,0.978110905816175,Critico
1508,51508,68,Sudeste,33,132.71,2,42.15,3,4,4,45.22,1,2,8,5,0.9780858496192827,Critico
22,50022,54,Centro-Oeste,68,480.03,3,14.53,1,4,4,47.91,1,3,8,5,0.9779787045903909,Critico
646,50646,26,Norte,58,339.9,5,29.12,6,10,2,32.35,3,3,11,7,0.9779749753736628,Critico
2401,52401,64,Nordeste,115,1100.24,2,6.44,10,14,3,33.88,3,4,8,7,0.9778993041312836,Critico
1256,51256,43,Norte,88,903.68,5,0.12,11,9,3,30.17,2,3,7,7,0.9773359183003442,Critico
878,50878,29,Sul,63,522.65,3,53.95,7,4,5,43.43,1,2,3,5,0.9770829909753251,Critico
1030,51030,63,Norte,9,178.49,4,113.62,1,8,2,39.05,1,2,8,7,0.9767263507813418,Critico
1160,51160,20,Centro-Oeste,15,529.48,4,19.48,5,8,3,44.32,1,1,4,7,0.9766267594062734,Critico
1521,51521,46,Norte,88,866.71,6,48.85,1,5,4,43.48,3,0,4,6,0.9765106572540164,Critico
